ID	Mean_Control	Mean_Patient	Mean_Change	LogFC	Pvalue	FDR
10479	7.0883	7.3551	0.2668	0.2668	0.034	0.22
10480	8.774	9.0327	0.2586	0.2586	0.061	0.26
10481	6.4686	6.4747	0.0061	0.0061	0.89	0.94
10482	7.8857	7.8847	-0.001	-0.001	0.99	1
10483	6.6754	6.8781	0.2027	0.2027	0.049	0.24
10484	8.3863	8.5675	0.1812	0.1812	0.22	0.45
10485	6.3835	6.3486	-0.0349	-0.0349	0.3	0.53
10486	10.9557	10.7782	-0.1775	-0.1775	0.06	0.26
10487	8.015	8.1756	0.1606	0.1606	0.26	0.5
10488	6.993	7.1664	0.1733	0.1733	0.051	0.25
10489	7.5866	7.7531	0.1665	0.1665	0.051	0.24
10490	6.7703	7.0231	0.2528	0.2528	0.064	0.26
10491	8.1816	8.2698	0.0882	0.0882	0.39	0.61
10492	7.7913	7.8113	0.02	0.02	0.76	0.87
10493	7.7766	7.8313	0.0547	0.0547	0.61	0.78
10494	8.8108	8.9238	0.113	0.113	0.4	0.62
10495	6.6542	6.7963	0.1421	0.1421	0.094	0.3
10497	7.0365	7.0022	-0.0343	-0.0343	0.7	0.84
10498	8.6226	8.5886	-0.034	-0.034	0.82	0.91
10499	7.1203	7.1765	0.0561	0.0561	0.47	0.68
10500	8.841	8.5804	-0.2606	-0.2606	0.16	0.39
10501	7.4702	7.3909	-0.0793	-0.0793	0.21	0.45
10505	6.8878	6.7689	-0.1189	-0.1189	0.0099	0.19
10507	7.7893	7.7315	-0.0578	-0.0578	0.62	0.78
10509	7.0075	6.9702	-0.0372	-0.0372	0.32	0.55
10512	8.1617	8.2679	0.1062	0.1062	0.58	0.76
10513	7.4922	7.7264	0.2342	0.2342	0.041	0.23
10514	7.4488	7.4484	-4e-04	-4e-04	1	1
10516	7.9532	7.7571	-0.1962	-0.1962	0.26	0.49
10517	6.0146	6.0781	0.0634	0.0634	0.13	0.35
10518	6.9261	6.9309	0.0048	0.0048	0.97	0.98
10519	8.0659	8.0399	-0.0261	-0.0261	0.63	0.79
10520	6.4617	6.5414	0.0797	0.0797	0.13	0.35
10521	8.7484	8.5648	-0.1836	-0.1836	0.052	0.25
10522	7.1867	7.1974	0.0107	0.0107	0.82	0.91
10523	7.6913	7.6354	-0.0559	-0.0559	0.22	0.45
10524	7.3674	7.414	0.0466	0.0466	0.41	0.63
10525	7.2146	7.5527	0.3381	0.3381	0.053	0.25
10526	7.2457	7.5013	0.2556	0.2556	0.053	0.25
10527	9.1001	9.4503	0.3502	0.3502	0.018	0.2
10528	7.942	7.9984	0.0564	0.0564	0.6	0.77
10529	6.0461	6.079	0.0329	0.0329	0.14	0.36
10531	8.04	8.1806	0.1407	0.1407	0.29	0.52
10533	6.7735	6.9525	0.179	0.179	0.011	0.19
10534	7.387	7.5833	0.1963	0.1963	0.095	0.31
10535	7.4567	7.3714	-0.0854	-0.0854	0.059	0.25
10536	7.0304	6.9498	-0.0806	-0.0806	0.072	0.27
10538	6.7153	6.6957	-0.0197	-0.0197	0.65	0.81
10539	8.1246	8.5432	0.4186	0.4186	0.0023	0.18
10540	7.8829	8.0614	0.1785	0.1785	0.089	0.3
10541	7.3307	7.4381	0.1074	0.1074	0.18	0.41
10542	7.5891	7.8222	0.233	0.233	0.019	0.2
10544	7.4334	7.2268	-0.2067	-0.2067	0.00082	0.18
10548	7.0663	7.1783	0.1119	0.1119	0.058	0.25
10549	6.855	7.0691	0.2142	0.2142	0.016	0.2
10550	9.4204	9.4869	0.0665	0.0665	0.51	0.71
10551	5.956	5.9432	-0.0128	-0.0128	0.66	0.81
10552	7.9402	7.9344	-0.0058	-0.0058	0.92	0.96
10553	6.8199	7.0296	0.2097	0.2097	0.038	0.23
10555	7.9415	7.9185	-0.0229	-0.0229	0.83	0.91
10556	7.2173	7.5002	0.283	0.283	0.0039	0.18
10557	6.3899	6.4571	0.0672	0.0672	0.11	0.32
10558	7.0463	7.2412	0.1948	0.1948	0.058	0.25
10559	6.5801	6.9263	0.3462	0.3462	0.013	0.19
10560	8.4602	8.8527	0.3925	0.3925	0.13	0.35
10561	6.002	6.0814	0.0794	0.0794	0.1	0.32
10562	6.3894	6.3556	-0.0339	-0.0339	0.29	0.52
10563	6.0767	6.0967	0.0201	0.0201	0.49	0.7
10564	7.5062	7.6664	0.1602	0.1602	0.079	0.28
10565	7.1674	7.3938	0.2264	0.2264	0.047	0.24
10566	6.7143	6.7135	-8e-04	-8e-04	0.99	0.99
10567	8.0685	8.051	-0.0175	-0.0175	0.77	0.88
10568	6.7145	6.6669	-0.0476	-0.0476	0.27	0.51
10569	7.509	7.7385	0.2294	0.2294	0.081	0.29
10570	7.036	6.9557	-0.0803	-0.0803	0.082	0.29
10572	7.0698	7.0513	-0.0185	-0.0185	0.63	0.8
10573	8.2835	8.1569	-0.1266	-0.1266	0.11	0.33
10574	8.892	9.0441	0.1521	0.1521	0.19	0.42
10575	8.3251	8.6417	0.3166	0.3166	0.02	0.2
10576	8.2754	8.5202	0.2448	0.2448	0.1	0.32
10577	7.5935	7.7444	0.1509	0.1509	0.23	0.46
10578	6.5048	6.5792	0.0743	0.0743	0.2	0.43
10579	9.2596	9.0173	-0.2423	-0.2423	0.12	0.34
10580	8.8004	8.9023	0.1018	0.1018	0.52	0.72
10581	9.2322	8.9708	-0.2615	-0.2615	0.23	0.47
10584	6.2789	6.2366	-0.0423	-0.0423	0.24	0.48
10585	7.2599	7.2196	-0.0403	-0.0403	0.31	0.54
10586	6.5013	6.458	-0.0433	-0.0433	0.35	0.58
10587	7.5394	7.4872	-0.0522	-0.0522	0.41	0.63
10588	7.2353	7.2161	-0.0192	-0.0192	0.7	0.84
10589	8.3692	8.447	0.0778	0.0778	0.28	0.52
10590	6.3249	6.2691	-0.0558	-0.0558	0.12	0.34
10591	7.3484	7.3795	0.0311	0.0311	0.6	0.77
10592	6.3859	6.4742	0.0884	0.0884	0.092	0.3
10594	9.2032	9.0568	-0.1464	-0.1464	0.1	0.32
10595	7.042	6.9342	-0.1078	-0.1078	0.043	0.23
10597	7.115	7.1944	0.0794	0.0794	0.1	0.32
10598	8.5796	8.6306	0.051	0.051	0.61	0.78
10599	5.7815	5.7999	0.0184	0.0184	0.42	0.64
10600	7.4401	7.6305	0.1904	0.1904	0.18	0.42
10602	7.718	7.8799	0.1619	0.1619	0.39	0.62
10603	7.747	7.7149	-0.0321	-0.0321	0.76	0.88
10605	7.14	7.1276	-0.0124	-0.0124	0.81	0.9
10606	7.1843	7.4836	0.2993	0.2993	0.004	0.18
10607	7.5001	7.446	-0.0541	-0.0541	0.33	0.56
10608	7.55	7.4407	-0.1093	-0.1093	0.071	0.27
10609	7.1583	7.053	-0.1053	-0.1053	0.034	0.22
10610	7.4408	7.5994	0.1587	0.1587	0.33	0.56
10611	9.2258	9.3062	0.0804	0.0804	0.39	0.61
10612	7.1488	7.1285	-0.0203	-0.0203	0.57	0.75
10613	6.946	7.0236	0.0777	0.0777	0.22	0.46
10614	7.8944	8.0147	0.1203	0.1203	0.43	0.65
10615	6.3231	6.3324	0.0093	0.0093	0.71	0.84
10616	7.5867	7.587	3e-04	3e-04	1	1
10617	7.4737	7.7822	0.3085	0.3085	0.018	0.2
10618	7.7083	7.7561	0.0478	0.0478	0.27	0.5
10620	5.9801	5.9638	-0.0163	-0.0163	0.73	0.85
10621	6.4367	6.548	0.1113	0.1113	0.087	0.29
10622	6.414	6.5177	0.1037	0.1037	0.031	0.22
10623	6.9315	7.1464	0.2149	0.2149	0.031	0.22
10625	7.7623	8.2162	0.4539	0.4539	0.0034	0.18
10626	7.6789	7.7016	0.0227	0.0227	0.86	0.93
10627	10.0752	9.8464	-0.2289	-0.2289	0.12	0.34
10628	11.986	11.499	-0.487	-0.487	0.02	0.2
10629	7.2259	7.2338	0.0079	0.0079	0.85	0.93
10630	7.7543	7.9043	0.1501	0.1501	0.26	0.5
10631	6.6763	6.6867	0.0105	0.0105	0.97	0.99
10632	9.3728	9.2268	-0.1461	-0.1461	0.27	0.51
10633	6.8766	6.8599	-0.0167	-0.0167	0.71	0.84
10634	6.9297	6.8253	-0.1044	-0.1044	0.0018	0.18
10635	6.0423	6.0933	0.051	0.051	0.084	0.29
10636	7.679	7.492	-0.187	-0.187	0.017	0.2
10637	7.312	7.0995	-0.2126	-0.2126	0.0085	0.19
10638	6.6674	6.9728	0.3055	0.3055	0.044	0.24
10640	7.6155	7.9545	0.339	0.339	0.0094	0.19
10641	7.1568	7.2286	0.0719	0.0719	0.35	0.58
10642	6.7636	6.7216	-0.0419	-0.0419	0.14	0.36
10643	6.606	6.6937	0.0877	0.0877	0.48	0.68
10644	6.8488	6.9732	0.1244	0.1244	0.37	0.6
10645	6.9917	6.9661	-0.0256	-0.0256	0.47	0.68
10647	6.4116	6.4319	0.0203	0.0203	0.65	0.81
10648	6.5578	6.4951	-0.0628	-0.0628	0.24	0.48
10650	6.9403	6.8632	-0.0771	-0.0771	0.09	0.3
10651	7.5518	8.0033	0.4514	0.4514	0.00098	0.18
10652	8.2346	8.4616	0.227	0.227	0.049	0.24
10653	6.768	6.7292	-0.0388	-0.0388	0.41	0.63
10654	7.8916	7.8485	-0.0431	-0.0431	0.5	0.7
10655	6.6872	6.6708	-0.0163	-0.0163	0.72	0.85
10656	7.9027	7.9647	0.062	0.062	0.64	0.8
10657	8.3253	8.2665	-0.0588	-0.0588	0.47	0.68
10658	8.0791	8.1924	0.1133	0.1133	0.25	0.49
10659	7.4823	7.5093	0.0269	0.0269	0.75	0.87
10660	7.7563	7.6738	-0.0826	-0.0826	0.29	0.52
10661	7.2537	7.1364	-0.1173	-0.1173	0.069	0.27
10663	6.3731	6.3157	-0.0574	-0.0574	0.25	0.48
10664	7.7695	7.7502	-0.0193	-0.0193	0.77	0.88
10665	5.6116	5.7845	0.1729	0.1729	0.11	0.32
10666	6.1589	6.1477	-0.0113	-0.0113	0.68	0.82
10667	6.8099	7.0267	0.2168	0.2168	0.017	0.2
10668	6.5267	6.8308	0.3041	0.3041	0.0017	0.18
10669	7.1067	7.0547	-0.052	-0.052	0.37	0.6
10670	8.2256	8.2517	0.0261	0.0261	0.69	0.83
10671	7.6258	7.8053	0.1795	0.1795	0.11	0.33
10672	7.9693	8.1873	0.2179	0.2179	0.12	0.34
10673	6.2702	6.2205	-0.0496	-0.0496	0.087	0.29
10675	7.1997	7.1076	-0.0921	-0.0921	0.16	0.39
10677	6.6364	6.5956	-0.0408	-0.0408	0.49	0.69
10678	7.1982	7.2049	0.0067	0.0067	0.89	0.95
10681	6.9977	6.8962	-0.1015	-0.1015	0.089	0.3
10682	6.8468	6.9151	0.0683	0.0683	0.16	0.39
10683	6.6777	6.6659	-0.0119	-0.0119	0.77	0.88
10686	6.3832	6.3612	-0.0221	-0.0221	0.5	0.7
10687	6.5692	6.5421	-0.0271	-0.0271	0.41	0.63
10690	5.904	5.9093	0.0054	0.0054	0.88	0.94
10691	6.7256	6.9177	0.1921	0.1921	0.034	0.22
10692	6.05	6.0353	-0.0146	-0.0146	0.64	0.8
10693	6.1742	6.2046	0.0304	0.0304	0.59	0.77
10694	8.1018	8.2453	0.1435	0.1435	0.18	0.42
10695	7.3886	7.3866	-0.002	-0.002	0.97	0.99
10699	6.4295	6.3608	-0.0687	-0.0687	0.032	0.22
10712	7.6395	7.6698	0.0303	0.0303	0.48	0.69
10713	7.7268	8.0082	0.2813	0.2813	0.033	0.22
10714	6.4485	6.5733	0.1249	0.1249	0.047	0.24
10715	7.9467	7.8426	-0.1041	-0.1041	0.24	0.48
10716	6.7177	6.691	-0.0267	-0.0267	0.5	0.7
10717	6.9679	7.0461	0.0782	0.0782	0.1	0.32
10718	6.2609	6.2381	-0.0228	-0.0228	0.46	0.67
10720	5.7677	5.7259	-0.0417	-0.0417	0.27	0.51
10721	6.1542	6.1501	-0.004	-0.004	0.89	0.94
10723	7.4076	7.3806	-0.027	-0.027	0.61	0.78
10724	8.1493	8.307	0.1576	0.1576	0.086	0.29
10725	6.9633	7.0321	0.0688	0.0688	0.3	0.53
10726	7.6433	7.7605	0.1171	0.1171	0.083	0.29
10728	8.0054	8.2557	0.2503	0.2503	0.097	0.31
10730	9.1117	9.2477	0.136	0.136	0.18	0.41
10732	7.8203	7.8238	0.0035	0.0035	0.96	0.98
10733	6.1067	6.0998	-0.007	-0.007	0.78	0.89
10734	6.8004	6.7562	-0.0441	-0.0441	0.24	0.48
10735	7.2896	7.4518	0.1622	0.1622	0.18	0.41
10736	8.1619	8.0726	-0.0894	-0.0894	0.42	0.64
10737	6.2144	6.2073	-0.0071	-0.0071	0.87	0.93
10738	5.7175	5.8027	0.0853	0.0853	0.2	0.44
10739	6.7602	6.7964	0.0362	0.0362	0.44	0.65
10740	5.9826	6.0305	0.0479	0.0479	0.24	0.47
10741	6.9356	6.9432	0.0077	0.0077	0.85	0.93
10742	7.1246	7.0242	-0.1005	-0.1005	0.011	0.19
10743	7.1339	7.1109	-0.023	-0.023	0.65	0.8
10744	5.9684	5.9748	0.0064	0.0064	0.92	0.96
10745	6.3407	6.4603	0.1196	0.1196	0.1	0.32
10746	6.814	7.166	0.352	0.352	0.025	0.21
10747	6.5699	6.5406	-0.0293	-0.0293	0.44	0.65
10748	5.9585	5.9374	-0.0211	-0.0211	0.57	0.75
10749	9.7672	9.5942	-0.1729	-0.1729	0.22	0.46
10750	6.4336	6.5191	0.0855	0.0855	0.22	0.46
10752	6.1752	6.2114	0.0362	0.0362	0.39	0.62
10753	6.5148	6.4689	-0.0459	-0.0459	0.15	0.38
10755	7.6121	7.5951	-0.017	-0.017	0.67	0.82
10758	7.0232	7.016	-0.0072	-0.0072	0.9	0.95
10761	6.1272	6.1197	-0.0075	-0.0075	0.84	0.92
10762	6.7698	6.9722	0.2024	0.2024	0.0056	0.18
10763	8.1363	7.9834	-0.1528	-0.1528	0.27	0.51
10765	7.0911	7.2449	0.1537	0.1537	0.18	0.41
10766	8.1574	8.0038	-0.1536	-0.1536	0.32	0.55
10767	8.3118	8.5911	0.2793	0.2793	0.038	0.23
10768	8.2694	8.6369	0.3675	0.3675	0.026	0.21
10769	6.6336	6.6812	0.0476	0.0476	0.57	0.76
10771	8.1498	8.1511	0.0012	0.0012	0.99	0.99
10772	6.1673	6.1947	0.0275	0.0275	0.82	0.91
10773	6.8279	6.9481	0.1202	0.1202	0.085	0.29
10775	6.6411	6.8347	0.1936	0.1936	0.018	0.2
10776	8.6552	8.6492	-0.0059	-0.0059	0.95	0.98
10777	7.726	7.6663	-0.0597	-0.0597	0.74	0.86
10778	7.2638	7.4513	0.1875	0.1875	0.01	0.19
10780	6.7011	6.7414	0.0403	0.0403	0.3	0.53
10781	6.4112	6.4389	0.0277	0.0277	0.64	0.8
10782	6.8991	6.906	0.0069	0.0069	0.9	0.95
10783	7.3333	7.253	-0.0803	-0.0803	0.065	0.26
10785	6.9969	6.9803	-0.0167	-0.0167	0.76	0.88
10786	5.9937	5.9832	-0.0106	-0.0106	0.72	0.85
10787	8.3787	8.9117	0.533	0.533	0.00045	0.18
10788	6.2937	6.3488	0.0551	0.0551	0.19	0.43
10791	9.3341	9.1438	-0.1903	-0.1903	0.11	0.33
10793	6.7197	6.8131	0.0934	0.0934	0.22	0.46
10794	9.0635	8.8473	-0.2161	-0.2161	0.053	0.25
10795	6.4748	6.4513	-0.0236	-0.0236	0.55	0.74
10797	7.8455	8.2588	0.4133	0.4133	0.16	0.39
10798	6.1614	6.1456	-0.0159	-0.0159	0.7	0.83
10799	6.4882	6.5871	0.0989	0.0989	0.014	0.19
10800	5.9906	6.0406	0.05	0.05	0.39	0.61
10801	7.5144	7.4541	-0.0604	-0.0604	0.15	0.38
10802	6.8426	7.3235	0.4809	0.4809	0.011	0.19
10803	6.7816	6.6854	-0.0963	-0.0963	0.076	0.28
10804	6.7802	6.7419	-0.0383	-0.0383	0.42	0.64
10806	6.8075	6.9924	0.1849	0.1849	0.038	0.22
10807	6.9005	7.0124	0.112	0.112	0.069	0.27
10808	7.8015	8.2008	0.3993	0.3993	0.063	0.26
10809	7.4242	7.5001	0.076	0.076	0.51	0.71
10810	6.9886	7.0498	0.0612	0.0612	0.2	0.44
10811	7.824	7.6252	-0.1989	-0.1989	0.02	0.2
10813	6.6809	6.921	0.24	0.24	0.033	0.22
10814	7.1577	7.0661	-0.0916	-0.0916	0.048	0.24
10815	7.6209	7.4211	-0.1998	-0.1998	0.032	0.22
10816	6.1332	6.1261	-0.0071	-0.0071	0.83	0.91
10817	7.2694	7.2121	-0.0573	-0.0573	0.32	0.55
10818	6.6297	6.7501	0.1203	0.1203	0.049	0.24
10825	7.3843	7.3634	-0.0209	-0.0209	0.73	0.86
10826	7.1289	6.9679	-0.161	-0.161	0.11	0.33
10827	6.7583	6.9618	0.2035	0.2035	0.017	0.2
10838	7.3142	7.246	-0.0682	-0.0682	0.15	0.37
10840	7.5204	7.5779	0.0575	0.0575	0.64	0.8
10841	7.4804	7.3128	-0.1675	-0.1675	0.027	0.21
10842	6.4344	6.3768	-0.0576	-0.0576	0.3	0.53
10844	7.3995	7.4918	0.0923	0.0923	0.24	0.48
10845	8.559	8.5911	0.0321	0.0321	0.7	0.84
10846	6.3545	6.4165	0.0621	0.0621	0.098	0.31
10847	7.256	7.2924	0.0364	0.0364	0.49	0.7
10848	7.322	7.2442	-0.0778	-0.0778	0.17	0.39
10849	6.6796	6.7368	0.0573	0.0573	0.25	0.49
10850	6.6335	6.6184	-0.0152	-0.0152	0.73	0.85
10855	6.6842	6.6414	-0.0428	-0.0428	0.16	0.39
10856	7.8027	7.8872	0.0844	0.0844	0.49	0.69
10857	7.5923	7.5483	-0.044	-0.044	0.72	0.85
10858	6.9272	6.8674	-0.0597	-0.0597	0.057	0.25
10859	6.6497	6.5775	-0.0722	-0.0722	0.15	0.37
10861	7.2882	7.1416	-0.1466	-0.1466	0.02	0.2
10863	6.4231	6.3916	-0.0315	-0.0315	0.39	0.61
10864	7.0545	6.9372	-0.1173	-0.1173	0.016	0.2
10865	7.5238	7.4747	-0.0492	-0.0492	0.65	0.81
10867	7.2972	7.291	-0.0062	-0.0062	0.93	0.97
10868	6.9336	6.954	0.0204	0.0204	0.68	0.82
10869	7.8882	7.8542	-0.034	-0.034	0.58	0.76
10870	6.8889	6.7907	-0.0981	-0.0981	0.1	0.31
10871	6.9897	6.8831	-0.1066	-0.1066	0.12	0.34
10873	7.2797	7.2282	-0.0514	-0.0514	0.25	0.48
10874	6.4799	6.4307	-0.0492	-0.0492	0.22	0.45
10875	7.5176	7.398	-0.1196	-0.1196	0.57	0.75
10876	6.2659	6.2781	0.0122	0.0122	0.74	0.86
10877	5.9847	5.9442	-0.0405	-0.0405	0.27	0.5
10878	6.208	6.2478	0.0398	0.0398	0.58	0.76
10879	5.9705	5.9754	0.0048	0.0048	0.85	0.93
10880	7.0306	6.8103	-0.2203	-0.2203	0.004	0.18
10881	6.1772	6.1785	0.0013	0.0013	0.97	0.99
10882	7.905	7.6609	-0.2441	-0.2441	0.026	0.21
10884	8.1019	8.3451	0.2431	0.2431	0.026	0.21
10885	6.6953	7.0853	0.39	0.39	0.0083	0.19
10886	6.134	6.0988	-0.0352	-0.0352	0.22	0.46
10887	6.8503	6.7915	-0.0587	-0.0587	0.37	0.6
10888	6.7547	6.6603	-0.0944	-0.0944	0.098	0.31
10890	9.3936	9.7227	0.3291	0.3291	0.0068	0.18
10891	7.954	8.2066	0.2526	0.2526	0.32	0.55
10892	6.8587	6.9695	0.1108	0.1108	0.14	0.36
10893	7.082	6.998	-0.084	-0.084	0.068	0.27
10894	6.9913	7.0424	0.0511	0.0511	0.75	0.87
10895	6.1366	6.1194	-0.0172	-0.0172	0.62	0.79
10896	6.0568	6.0105	-0.0464	-0.0464	0.36	0.59
10897	7.8036	7.9729	0.1693	0.1693	0.1	0.32
10898	7.3004	7.4121	0.1117	0.1117	0.19	0.43
10899	8.4674	8.6685	0.2011	0.2011	0.052	0.25
10900	6.8853	6.8274	-0.058	-0.058	0.12	0.34
10901	7.5111	7.3789	-0.1322	-0.1322	0.19	0.42
10902	6.6968	6.7658	0.0691	0.0691	0.22	0.46
10903	6.4348	6.4032	-0.0316	-0.0316	0.3	0.53
10904	8.2443	8.0421	-0.2021	-0.2021	0.0022	0.18
10905	7.5013	7.8772	0.3759	0.3759	0.0066	0.18
10906	6.8078	6.9457	0.1379	0.1379	0.23	0.47
10907	7.5281	7.6929	0.1649	0.1649	0.043	0.23
10908	7.4481	7.4413	-0.0068	-0.0068	0.88	0.94
10910	8.0447	8.1966	0.1519	0.1519	0.17	0.4
10911	5.9732	5.9185	-0.0547	-0.0547	0.17	0.41
10912	7.4101	7.3729	-0.0372	-0.0372	0.84	0.92
10913	6.817	6.7175	-0.0995	-0.0995	0.01	0.19
10914	7.9082	8.3017	0.3934	0.3934	0.014	0.19
10915	7.3881	7.6063	0.2182	0.2182	0.019	0.2
10916	7.4793	7.393	-0.0863	-0.0863	0.31	0.55
10917	6.5141	6.4178	-0.0964	-0.0964	0.018	0.2
10920	7.2655	7.6947	0.4292	0.4292	0.011	0.19
10921	8.3306	8.3653	0.0347	0.0347	0.54	0.73
10922	8.4173	8.2764	-0.141	-0.141	0.11	0.33
10923	8.474	8.6996	0.2256	0.2256	0.16	0.39
10924	7.2725	7.4465	0.1741	0.1741	0.15	0.38
10926	6.4594	6.4798	0.0204	0.0204	0.58	0.76
10927	7.1484	7.1824	0.034	0.034	0.74	0.86
10928	8.6008	8.5136	-0.0872	-0.0872	0.14	0.37
10929	7.8323	7.6681	-0.1642	-0.1642	0.0029	0.18
10930	9.0082	8.8446	-0.1636	-0.1636	0.4	0.62
10933	9.5206	9.3797	-0.1409	-0.1409	0.071	0.27
10934	6.8361	7.0659	0.2298	0.2298	0.0058	0.18
10935	9.1827	9.1424	-0.0403	-0.0403	0.73	0.86
10936	7.2386	7.2105	-0.028	-0.028	0.57	0.76
10938	7.3518	7.3704	0.0186	0.0186	0.77	0.88
10939	8.6584	8.7526	0.0942	0.0942	0.16	0.39
10940	6.3684	6.4462	0.0777	0.0777	0.072	0.27
10941	6.0078	5.9906	-0.0172	-0.0172	0.59	0.77
10942	7.781	7.6216	-0.1595	-0.1595	0.1	0.32
10943	6.9883	7.1602	0.1718	0.1718	0.026	0.21
10944	9.3273	9.4016	0.0743	0.0743	0.26	0.5
10945	8.143	8.2555	0.1125	0.1125	0.34	0.57
10946	7.2526	7.5229	0.2703	0.2703	0.0099	0.19
10947	7.2268	7.2412	0.0144	0.0144	0.74	0.86
10948	7.1117	7.1935	0.0818	0.0818	0.081	0.29
10949	7.6643	7.7097	0.0454	0.0454	0.57	0.75
10950	6.9526	6.9922	0.0397	0.0397	0.69	0.83
10951	7.7669	7.6435	-0.1235	-0.1235	0.047	0.24
10952	7.7684	7.7718	0.0033	0.0033	0.97	0.98
10953	7.1963	7.2802	0.0839	0.0839	0.32	0.55
10954	6.9626	6.9707	0.008	0.008	0.85	0.93
10955	9.1915	9.1229	-0.0686	-0.0686	0.48	0.69
10956	7.7818	7.8279	0.0461	0.0461	0.56	0.75
10957	9.6575	9.7924	0.1349	0.1349	0.18	0.42
10959	9.9273	9.8859	-0.0413	-0.0413	0.64	0.8
10960	7.9432	7.9552	0.012	0.012	0.84	0.92
10961	7.5184	7.4747	-0.0437	-0.0437	0.57	0.75
10962	7.1816	7.2858	0.1043	0.1043	0.58	0.76
10963	8.3836	8.6834	0.2998	0.2998	0.075	0.28
10964	6.6327	6.6174	-0.0153	-0.0153	0.9	0.95
10965	8.6793	8.5574	-0.1219	-0.1219	0.35	0.58
10966	9.0314	8.7435	-0.2879	-0.2879	0.029	0.21
10969	6.7949	7.0823	0.2874	0.2874	0.0074	0.18
10970	8.0028	7.9328	-0.07	-0.07	0.46	0.67
10971	9.1682	9.0259	-0.1423	-0.1423	0.28	0.51
10972	9.2972	9.3223	0.0251	0.0251	0.79	0.89
10973	6.7608	7.1393	0.3785	0.3785	0.013	0.19
10974	7.2815	7.099	-0.1825	-0.1825	0.0069	0.18
10975	8.729	8.6439	-0.0851	-0.0851	0.56	0.75
10978	6.8058	6.9369	0.1311	0.1311	0.14	0.36
10979	8.0797	8.2161	0.1365	0.1365	0.23	0.47
10980	9.391	9.3819	-0.0091	-0.0091	0.85	0.93
10981	7.166	7.2076	0.0416	0.0416	0.58	0.76
10982	7.444	7.4875	0.0435	0.0435	0.63	0.79
10983	9.8692	9.932	0.0628	0.0628	0.54	0.73
10984	6.2232	6.2226	-7e-04	-7e-04	0.98	0.99
10985	8.0315	8.1026	0.071	0.071	0.55	0.74
10987	7.3015	7.6756	0.3741	0.3741	0.0095	0.19
10988	8.5894	8.5469	-0.0425	-0.0425	0.65	0.81
10989	9.3565	9.351	-0.0054	-0.0054	0.95	0.98
10990	6.8617	6.7768	-0.0849	-0.0849	0.078	0.28
10991	7.5321	7.3753	-0.1568	-0.1568	0.46	0.67
10992	7.6269	7.6667	0.0398	0.0398	0.59	0.77
10993	6.5982	6.5186	-0.0796	-0.0796	0.082	0.29
10994	7.2344	7.2269	-0.0075	-0.0075	0.91	0.96
10998	6.8978	6.8725	-0.0253	-0.0253	0.46	0.67
10999	7.255	7.3326	0.0776	0.0776	0.2	0.43
11000	6.9889	6.9239	-0.0651	-0.0651	0.094	0.3
11001	6.0046	6.037	0.0324	0.0324	0.19	0.43
11004	6.3263	6.3437	0.0174	0.0174	0.46	0.67
11005	6.1663	6.1685	0.0022	0.0022	0.96	0.98
11006	6.794	6.7261	-0.0679	-0.0679	0.21	0.45
11007	7.6721	7.488	-0.1841	-0.1841	0.027	0.21
11009	6.4109	6.415	0.0041	0.0041	0.92	0.96
11010	6.4579	6.4879	0.03	0.03	0.69	0.83
11011	6.9186	7.1641	0.2454	0.2454	0.035	0.22
11012	6.8791	6.7966	-0.0825	-0.0825	0.13	0.36
11013	6.2045	6.2414	0.0369	0.0369	0.39	0.62
11014	8.188	8.4463	0.2582	0.2582	0.025	0.21
11015	6.3432	6.395	0.0518	0.0518	0.33	0.56
11016	7.744	7.7593	0.0153	0.0153	0.83	0.91
11017	8.039	8.2527	0.2137	0.2137	0.058	0.25
11018	7.5394	7.4841	-0.0553	-0.0553	0.35	0.58
11019	7.1759	7.4328	0.2569	0.2569	0.022	0.2
11020	6.6503	6.7059	0.0556	0.0556	0.2	0.43
11021	7.4343	7.5086	0.0743	0.0743	0.33	0.56
11022	6.7169	6.8558	0.139	0.139	0.032	0.22
11023	6.8012	6.7922	-0.009	-0.009	0.81	0.9
11024	6.7656	6.6399	-0.1256	-0.1256	0.021	0.2
11025	6.6603	6.5698	-0.0905	-0.0905	0.043	0.23
11026	6.8096	6.7219	-0.0877	-0.0877	0.094	0.3
11027	6.4452	6.3718	-0.0734	-0.0734	0.18	0.41
11030	6.702	6.7693	0.0672	0.0672	0.35	0.58
11031	6.904	6.966	0.062	0.062	0.47	0.68
11033	7.1461	7.067	-0.0791	-0.0791	0.13	0.35
11034	7.1499	7.3367	0.1869	0.1869	0.098	0.31
11035	6.4866	6.438	-0.0487	-0.0487	0.11	0.33
11036	5.9434	6.0261	0.0827	0.0827	0.13	0.35
11037	6.9891	6.9928	0.0037	0.0037	0.94	0.97
11040	7.039	6.981	-0.058	-0.058	0.32	0.55
11041	7.2605	7.3071	0.0467	0.0467	0.4	0.62
11043	7.2818	7.4383	0.1564	0.1564	0.15	0.38
11044	7.0762	7.1994	0.1232	0.1232	0.039	0.23
11045	6.4607	6.4167	-0.044	-0.044	0.21	0.45
11046	7.2536	7.2561	0.0024	0.0024	0.97	0.98
11047	8.7706	8.7619	-0.0087	-0.0087	0.94	0.97
11051	8.5256	8.5757	0.0501	0.0501	0.61	0.78
